,TYPE,MainBranch,Country,ConvertedCompYearly,Employment
50616,Manager,I am a developer by profession,United States of America,225000.0,"Employed, full-time"
50617,Manager,I am a developer by profession,Germany,37325.0,"Independent contractor, freelancer, or self-employed"
50618,Developer FS,I am a developer by profession,United States of America,100000.0,"Employed, full-time"
50620,Data,I am a developer by profession,United States of America,5500000.0,"Employed, full-time"
50621,Developer FE,I am a developer by profession,Ukraine,40608.0,"Employed, full-time"
50622,Testing/Apps/mobile,I am a developer by profession,United States of America,170000.0,"Employed, full-time"
50623,Developer FS,I am a developer by profession,Canada,64029.0,"Employed, full-time"
50624,Developer FS,I am a developer by profession,United States of America,73000.0,"Employed, full-time"
50625,Developer FS,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
50629,Developer BE,I am a developer by profession,Slovakia,42657.0,"Independent contractor, freelancer, or self-employed"
50632,Manager,I am a developer by profession,United States of America,155000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50633,Developer FE,I am a developer by profession,Italy,36259.0,"Employed, full-time"
50634,Developer FS,I am a developer by profession,United States of America,2400000.0,"Independent contractor, freelancer, or self-employed"
50635,Developer FS,I am a developer by profession,Argentina,54000.0,"Employed, full-time"
50636,Developer BE,I am a developer by profession,Norway,64297.0,"Employed, full-time"
50639,Manager,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,106793.0,"Employed, full-time"
50640,Developer FS,I am a developer by profession,United States of America,265000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50641,Developer FS,I am a developer by profession,United States of America,84300.0,"Employed, full-time"
50643,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,205000.0,"Employed, full-time"
50644,Developer FS,I am a developer by profession,United States of America,60000.0,"Employed, full-time"
50650,Data,I am a developer by profession,Poland,46620.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50651,Testing/Apps/mobile,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
50656,Admin,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,31410.0,"Employed, full-time"
50657,Developer FS,"I am not primarily a developer, but I write code sometimes as part of my work",Sweden,60948.0,"Employed, full-time"
50658,Developer FS,I am a developer by profession,Colombia,19620.0,"Employed, full-time"
50662,Educator,I am a developer by profession,Canada,97605.0,"Employed, full-time"
50663,Manager,I am a developer by profession,Italy,40525.0,"Employed, full-time"
50664,Developer BE,I am a developer by profession,Hungary,23436.0,"Employed, full-time"
50665,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,87948.0,"Employed, full-time"
50666,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,572916.0,"Employed, full-time"
50668,Developer FE,I am a developer by profession,Canada,124935.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50669,Researching,I am a developer by profession,Switzerland,75792.0,"Employed, full-time"
50671,Manager,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,64076.0,"Employed, full-time"
50672,Manager,I am a developer by profession,United States of America,165000.0,"Employed, full-time"
50673,Game Dev,I am a developer by profession,Brazil,47988.0,"Employed, full-time"
50674,Data,I am a developer by profession,Greece,28152.0,"Employed, full-time"
50675,Manager,I am a developer by profession,Czech Republic,72.0,"Independent contractor, freelancer, or self-employed"
50676,Data,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50677,Developer FS,I am a developer by profession,Spain,17063.0,"Employed, full-time"
50678,Manager,I am a developer by profession,United States of America,185000.0,"Employed, full-time"
50679,Developer FS,I am a developer by profession,United States of America,109000.0,"Employed, full-time"
50680,Developer BE,I am a developer by profession,Canada,93701.0,"Employed, full-time"
50681,Data,I am a developer by profession,United States of America,93000.0,"Employed, full-time"
50682,Developer FS,I am a developer by profession,Germany,100245.0,"Employed, full-time"
50683,Developer BE,I am a developer by profession,Belgium,69318.0,"Employed, full-time"
50690,Developer FS,I am a developer by profession,Canada,64029.0,"Employed, full-time"
50691,Developer FS,I am a developer by profession,United States of America,72000.0,"Employed, full-time"
50695,Developer BE,I am a developer by profession,Sweden,85320.0,"Employed, full-time"
50696,Other (please specify):,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,42000.0,"Employed, full-time"
50697,Data,I am a developer by profession,Canada,70276.0,"Employed, full-time"
50698,Developer FS,I am a developer by profession,"Iran, Islamic Republic of...",8508.0,"Independent contractor, freelancer, or self-employed;Employed, part-time"
50699,Manager,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50702,DevOps,I am a developer by profession,United States of America,130000.0,"Employed, full-time"
50703,Developer BE,I am a developer by profession,Ireland,44790.0,"Employed, full-time"
50704,Developer FS,I am a developer by profession,United States of America,189000.0,"Employed, full-time"
50709,Developer FE,I am a developer by profession,Canada,105414.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50712,Manager,I am a developer by profession,United States of America,158000.0,"Employed, full-time"
50713,Data,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,110000.0,"Employed, full-time"
50715,Manager,I am a developer by profession,Canada,56221.0,"Employed, full-time"
50717,Developer BE,I am a developer by profession,United States of America,55558.0,"Employed, full-time"
50719,DevOps,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,90000.0,"Employed, full-time"
50723,Manager,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50724,Developer BE,I am a developer by profession,Canada,90578.0,"Employed, full-time"
50725,Admin,I am a developer by profession,United States of America,94625.0,"Employed, full-time"
50728,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,56538.0,"Employed, full-time"
50729,Developer FS,I am a developer by profession,United Arab Emirates,186288.0,"Employed, full-time"
50732,Developer FE,"I am not primarily a developer, but I write code sometimes as part of my work",Mexico,11076.0,"Independent contractor, freelancer, or self-employed"
50733,Developer FS,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
50734,Developer BE,I am a developer by profession,Mexico,2472.0,"Employed, full-time"
50736,Researching,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50737,Developer FS,I am a developer by profession,United States of America,102000.0,"Employed, full-time"
50739,Developer FE,I am a developer by profession,Canada,66372.0,"Employed, full-time"
50740,Developer BE,I am a developer by profession,Sweden,85320.0,"Independent contractor, freelancer, or self-employed"
50745,Developer FS,I am a developer by profession,United States of America,130000.0,"Employed, full-time"
50746,Developer FS,I am a developer by profession,Kenya,11846.0,"Employed, full-time"
50747,DevOps,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,120000.0,"Employed, full-time"
50748,Data,I am a developer by profession,Brazil,12468.0,"Employed, full-time"
50749,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,46487.0,"Employed, full-time"
50750,Developer FS,I am a developer by profession,United States of America,83000.0,"Employed, full-time"
50752,Other (please specify):,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,210000.0,"Employed, full-time"
50753,Developer FS,I am a developer by profession,United States of America,155000.0,"Employed, full-time"
50754,Developer FS,I am a developer by profession,Canada,93701.0,"Employed, full-time"
50759,Testing/Apps/mobile,I am a developer by profession,United States of America,188500.0,"Employed, full-time"
50764,Developer FS,I am a developer by profession,Canada,171785.0,"Employed, full-time"
50765,Manager,I am a developer by profession,United States of America,100000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50766,Developer FS,I am a developer by profession,United States of America,85000.0,"Employed, full-time"
50767,Manager,I am a developer by profession,United States of America,2160000.0,"Employed, full-time"
50768,Developer BE,I am a developer by profession,Brazil,19944.0,"Employed, full-time"
50769,Developer BE,I am a developer by profession,Germany,90647.0,"Employed, full-time"
50771,Developer FS,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50773,Manager,I am a developer by profession,United States of America,175000.0,"Employed, full-time"
50774,Developer BE,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
50775,Manager,I am a developer by profession,Poland,44400.0,"Employed, full-time"
50778,Developer FS,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
50780,Developer FS,I am a developer by profession,Poland,41628.0,"Independent contractor, freelancer, or self-employed"
50781,Game Dev,I am a developer by profession,Canada,121030.0,"Employed, full-time"
50782,Manager,I am a developer by profession,India,35467.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50783,Developer FS,I am a developer by profession,Germany,45857.0,"Employed, full-time"
50785,Developer FE,I am a developer by profession,Germany,51192.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50786,Developer FE,I am a developer by profession,United States of America,166500.0,"Employed, full-time"
50787,Manager,I am a developer by profession,Mexico,19200.0,"Employed, full-time"
50788,Developer FS,I am a developer by profession,India,7738.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50790,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50792,Developer BE,I am a developer by profession,United States of America,100000.0,"Employed, full-time"
50793,Educator,"I am not primarily a developer, but I write code sometimes as part of my work",Belgium,53748.0,"Employed, full-time"
50794,Developer FS,I am a developer by profession,United States of America,138000.0,"Employed, full-time"
50796,Developer FS,I am a developer by profession,Brazil,58584.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50797,Admin,I am a developer by profession,India,18056.0,"Employed, full-time"
50798,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
50799,Developer FS,I am a developer by profession,United States of America,242000.0,"Employed, full-time"
50801,Manager,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
50802,Data,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,60000.0,"Employed, full-time"
50804,Developer FS,I am a developer by profession,United States of America,130000.0,"Employed, full-time"
50805,Developer FS,I am a developer by profession,Canada,777720.0,"Employed, full-time"
50806,Developer FS,I am a developer by profession,Sweden,53760.0,"Employed, full-time"
50807,Developer FS,I am a developer by profession,United States of America,192850.0,"Employed, full-time"
50808,Data,I am a developer by profession,Mexico,12648.0,"Employed, full-time"
50810,Manager,I am a developer by profession,Denmark,206484.0,"Independent contractor, freelancer, or self-employed"
50812,Developer FS,I am a developer by profession,Brazil,69600.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50816,Manager,I am a developer by profession,United States of America,155000.0,"Employed, full-time"
50817,Developer FS,I am a developer by profession,United States of America,145000.0,"Employed, full-time"
50819,Developer FS,I am a developer by profession,United States of America,79000.0,"Employed, full-time"
50820,Developer BE,I am a developer by profession,United States of America,360000.0,"Employed, full-time"
50823,Manager,I am a developer by profession,United States of America,240000.0,"Employed, full-time"
50825,Developer FS,I am a developer by profession,United States of America,80000.0,"Employed, full-time"
50826,Developer FS,"I am not primarily a developer, but I write code sometimes as part of my work",Ethiopia,1392.0,"Employed, full-time"
50828,Developer BE,I am a developer by profession,United States of America,177000.0,"Employed, full-time"
50829,Developer FS,I am a developer by profession,Turkey,6768.0,"Independent contractor, freelancer, or self-employed"
50830,Developer BE,I am a developer by profession,United States of America,8000000.0,"Employed, full-time"
50831,Testing/Apps/mobile,I am a developer by profession,United States of America,220000.0,"Employed, full-time"
50834,Developer BE,I am a developer by profession,United States of America,142000.0,"Employed, full-time"
50835,Testing/Apps/mobile,I am a developer by profession,Spain,106644.0,"Employed, full-time"
50836,Testing/Apps/mobile,I am a developer by profession,Brazil,299136.0,"Employed, full-time"
50837,Developer FS,I am a developer by profession,Germany,53322.0,"Employed, full-time"
50838,Developer FE,I am a developer by profession,United States of America,156000.0,"Employed, full-time"
50839,Developer FS,I am a developer by profession,India,29664.0,"Employed, full-time"
50840,Manager,I am a developer by profession,United States of America,350000.0,"Employed, full-time"
50841,Developer FS,I am a developer by profession,Ireland,159966.0,"Employed, full-time"
50842,Developer BE,I am a developer by profession,United States of America,90000.0,"Employed, full-time"
50844,Developer BE,I am a developer by profession,United States of America,155850.0,"Employed, full-time"
50845,Data,I am a developer by profession,United States of America,83000.0,"Employed, full-time"
50847,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50848,Developer FS,I am a developer by profession,Russian Federation,31176.0,"Employed, full-time"
50850,Testing/Apps/mobile,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,115000.0,"Employed, full-time"
50852,Developer BE,I am a developer by profession,United States of America,125000.0,"Employed, full-time"
50853,Developer FS,I am a developer by profession,United States of America,54000.0,"Employed, full-time"
50854,Developer FS,I am a developer by profession,United States of America,300000.0,"Employed, full-time"
50855,Data,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
50856,Data,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50857,Developer BE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,52769.0,"Employed, full-time"
50859,Developer FS,I am a developer by profession,United States of America,135000.0,"Employed, full-time"
50860,Developer FS,I am a developer by profession,United States of America,158000.0,"Employed, full-time"
50861,Developer FS,I am a developer by profession,Algeria,6192.0,"Employed, full-time"
50863,Developer BE,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50864,Developer BE,I am a developer by profession,Brazil,13503.0,"Employed, full-time"
50865,Developer BE,I am a developer by profession,United States of America,263000.0,"Employed, full-time"
50866,Developer FS,I am a developer by profession,France,74651.0,"Independent contractor, freelancer, or self-employed"
50868,Developer FS,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
50869,Manager,"I am not primarily a developer, but I write code sometimes as part of my work",United Kingdom of Great Britain and Northern Ireland,210000.0,"Independent contractor, freelancer, or self-employed"
50870,Data,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,64000.0,"Employed, full-time"
50872,Manager,I am a developer by profession,Canada,156168.0,"Independent contractor, freelancer, or self-employed;Employed, part-time"
50873,Developer FS,I am a developer by profession,United States of America,69360.0,"Employed, full-time"
50879,Developer FS,I am a developer by profession,United States of America,131000.0,"Employed, full-time"
50884,Manager,I am a developer by profession,France,51192.0,"Independent contractor, freelancer, or self-employed"
50887,Manager,I am a developer by profession,United States of America,183000.0,"Employed, full-time"
50888,Data,I am a developer by profession,United States of America,130000.0,"Employed, full-time"
50890,Developer FE,I am a developer by profession,United States of America,135000.0,"Employed, full-time"
50891,Developer FS,I am a developer by profession,Poland,27756.0,"Employed, full-time"
50892,Manager,I am a developer by profession,United States of America,99760.0,"Employed, full-time"
50893,Developer FS,I am a developer by profession,United States of America,145000.0,"Employed, full-time"
50895,Developer FS,I am a developer by profession,Mexico,18060.0,"Employed, full-time"
50896,Developer FS,I am a developer by profession,Canada,101509.0,"Employed, full-time"
50898,Manager,I am a developer by profession,United States of America,210000.0,"Employed, full-time"
50899,Developer FS,I am a developer by profession,United States of America,175200.0,"Employed, full-time"
50900,Data,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,60461.0,"Employed, full-time"
50901,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
50903,Developer BE,I am a developer by profession,Germany,67186.0,"Employed, full-time"
50907,Manager,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
50911,Developer FE,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,251300.0,"Independent contractor, freelancer, or self-employed"
50912,Developer BE,I am a developer by profession,United States of America,135000.0,"Employed, full-time"
50913,Developer FS,I am a developer by profession,Italy,42657.0,"Employed, full-time"
50916,Manager,I am a developer by profession,Honduras,72000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50919,Developer BE,I am a developer by profession,Russian Federation,37404.0,"Employed, full-time"
50923,Manager,I am a developer by profession,Germany,95979.0,"Employed, full-time"
50925,Developer FS,I am a developer by profession,Netherlands,76144.0,"Employed, full-time"
50926,Manager,I am a developer by profession,Italy,213287.0,"Independent contractor, freelancer, or self-employed"
50927,Developer BE,I am a developer by profession,Brazil,7476.0,"Independent contractor, freelancer, or self-employed"
50932,Developer FS,I am a developer by profession,United States of America,115000.0,"Employed, full-time"
50933,Developer FE,I am a developer by profession,United States of America,99500.0,"Employed, full-time"
50934,Developer FS,I am a developer by profession,United States of America,137000.0,"Employed, full-time"
50935,Developer FS,I am a developer by profession,Canada,187402.0,"Employed, full-time"
50938,Developer FS,I am a developer by profession,India,9028.0,"Employed, full-time"
50939,Developer FE,I am a developer by profession,United States of America,175000.0,"Employed, full-time"
50940,Data,I am a developer by profession,United States of America,106000.0,"Employed, full-time"
50941,Researching,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,100000.0,"Employed, full-time"
50946,Developer FE,I am a developer by profession,United States of America,185000.0,"Employed, full-time"
50947,Testing/Apps/mobile,I am a developer by profession,United States of America,162000.0,"Employed, full-time"
50949,Developer FS,I am a developer by profession,United States of America,135000.0,"Employed, full-time"
50950,Developer BE,I am a developer by profession,United States of America,185000.0,"Employed, full-time"
50951,Developer FS,I am a developer by profession,United States of America,320000.0,"Employed, full-time"
50952,Developer FS,I am a developer by profession,United States of America,1560000.0,"Employed, full-time"
50956,Manager,I am a developer by profession,United States of America,50000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50959,Developer FS,I am a developer by profession,India,516.0,"Employed, full-time"
50960,Developer BE,I am a developer by profession,Germany,66119.0,"Employed, full-time"
50962,Developer FS,I am a developer by profession,Canada,3318600.0,"Employed, full-time"
50963,Testing/Apps/mobile,I am a developer by profession,Pakistan,22140.0,"Independent contractor, freelancer, or self-employed"
50964,Developer BE,I am a developer by profession,Mexico,30708.0,"Employed, full-time"
50966,Developer BE,I am a developer by profession,United States of America,225000.0,"Employed, full-time"
50967,Data,I am a developer by profession,United States of America,149000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50968,Manager,I am a developer by profession,Germany,74651.0,"Employed, full-time"
50969,Developer FS,I am a developer by profession,United States of America,209000.0,"Employed, full-time"
50971,Manager,I am a developer by profession,United States of America,229000.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50974,Developer BE,I am a developer by profession,Lithuania,57024.0,"Employed, full-time"
50975,Manager,I am a developer by profession,United States of America,155000.0,"Employed, full-time"
50976,Developer BE,I am a developer by profession,Brazil,120000.0,"Employed, full-time"
50978,Data,I am a developer by profession,Canada,93701.0,"Employed, full-time"
50980,Developer FS,I am a developer by profession,Brazil,24924.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
50984,Data,I am a developer by profession,United States of America,170000.0,"Employed, full-time"
50985,Developer FS,I am a developer by profession,United States of America,136000.0,"Employed, full-time"
50986,Developer FE,I am a developer by profession,Slovenia,23040.0,"Employed, full-time"
50990,Manager,I am a developer by profession,United States of America,155000.0,"Employed, full-time"
50991,Developer FE,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
50992,Developer FS,I am a developer by profession,United States of America,100000.0,"Employed, full-time"
50993,Developer FS,I am a developer by profession,Brazil,21192.0,"Employed, full-time"
50995,Manager,I am a developer by profession,Portugal,76788.0,"Independent contractor, freelancer, or self-employed"
50998,Data,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
50999,Developer FS,I am a developer by profession,United States of America,220000.0,"Employed, full-time"
51002,Developer FS,I am a developer by profession,United States of America,210000.0,"Employed, full-time"
51003,Developer BE,I am a developer by profession,Brazil,74784.0,"Independent contractor, freelancer, or self-employed"
51004,Testing/Apps/mobile,I am a developer by profession,India,10056.0,"Employed, full-time"
51005,Developer FS,I am a developer by profession,Pakistan,7776.0,"Employed, full-time"
51010,Developer FS,I am a developer by profession,Germany,91714.0,"Employed, full-time"
51011,Game Dev,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
51012,Data,I am a developer by profession,Finland,79983.0,"Employed, full-time"
51014,Developer FS,I am a developer by profession,Finland,95979.0,"Employed, full-time"
51017,Manager,I am a developer by profession,United States of America,140.0,"Employed, full-time"
51018,Developer FS,I am a developer by profession,United States of America,150000.0,"Employed, full-time"
51020,Developer FE,I am a developer by profession,United States of America,76000.0,"Employed, full-time"
51022,Developer FS,I am a developer by profession,Colombia,4224.0,"Employed, full-time"
51023,Manager,I am a developer by profession,United States of America,220000.0,"Employed, full-time"
51024,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
51026,Data,I am a developer by profession,Romania,12936.0,"Independent contractor, freelancer, or self-employed"
51027,Developer FS,I am a developer by profession,Spain,43.0,"Employed, full-time"
51028,Data,I am a developer by profession,Israel,179352.0,"Employed, full-time"
51029,Developer FE,I am a developer by profession,Brazil,28008.0,"Employed, full-time"
51030,Manager,I am a developer by profession,Germany,63984.0,"Employed, full-time"
51031,Data,I am a developer by profession,United States of America,200000.0,"Employed, full-time"
51032,DevOps,I am a developer by profession,Canada,136647.0,"Employed, full-time"
51033,Data,I am a developer by profession,United States of America,105000.0,"Employed, full-time"
51034,Manager,I am a developer by profession,Canada,105414.0,"Independent contractor, freelancer, or self-employed"
51036,Developer FS,I am a developer by profession,United States of America,140000.0,"Employed, full-time"
51038,Developer FS,I am a developer by profession,South Africa,606900.0,"Employed, full-time"
51039,Manager,I am a developer by profession,Spain,70380.0,"Employed, full-time"
51041,Developer BE,I am a developer by profession,India,11607.0,"Employed, full-time"
51044,Developer FS,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
51046,Testing/Apps/mobile,I am a developer by profession,Germany,103444.0,"Employed, full-time"
51048,Developer BE,I am a developer by profession,United States of America,146000.0,"Employed, full-time"
51049,Testing/Apps/mobile,I am a developer by profession,Germany,17916.0,"Employed, part-time"
51050,Developer BE,I am a developer by profession,India,32243.0,"Employed, full-time"
51051,Manager,I am a developer by profession,United States of America,225000.0,"Employed, full-time"
51053,Developer FS,I am a developer by profession,United States of America,92000.0,"Employed, full-time"
51054,Data,"I am not primarily a developer, but I write code sometimes as part of my work",France,25594.0,"Employed, full-time"
51055,Developer FS,I am a developer by profession,Canada,104242.0,"Employed, full-time"
51056,Developer FS,I am a developer by profession,United States of America,215000.0,"Employed, full-time"
51057,Manager,I am a developer by profession,Serbia,95976.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51060,Manager,I am a developer by profession,Romania,51768.0,"Employed, full-time"
51063,Developer FS,I am a developer by profession,United States of America,130000.0,"Employed, full-time"
51065,Developer FS,I am a developer by profession,Canada,46850.0,"Employed, full-time"
51069,Researching,"I am not primarily a developer, but I write code sometimes as part of my work",Germany,53322.0,"Employed, full-time"
51071,Developer FS,I am a developer by profession,Sri Lanka,11640.0,"Employed, full-time"
51072,Developer FS,I am a developer by profession,United States of America,82000.0,"Employed, full-time"
51073,Manager,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,144485.0,"Employed, full-time"
51074,Developer FS,I am a developer by profession,Canada,109318.0,"Employed, full-time"
51076,Developer FE,I am a developer by profession,United States of America,89000.0,"Employed, full-time"
51077,Developer FS,I am a developer by profession,Denmark,89472.0,"Employed, full-time"
51080,Developer BE,I am a developer by profession,United States of America,312000.0,"Employed, full-time"
51082,Developer BE,I am a developer by profession,United States of America,199000.0,"Employed, full-time"
51084,Testing/Apps/mobile,"I am not primarily a developer, but I write code sometimes as part of my work",Peru,17688.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51086,Manager,I am a developer by profession,Finland,51189.0,"Independent contractor, freelancer, or self-employed"
51087,Developer FE,I am a developer by profession,United States of America,120000.0,"Employed, full-time"
51088,Data,I am a developer by profession,United States of America,223115.0,"Employed, full-time"
51090,Developer FS,I am a developer by profession,United States of America,141950.0,"Employed, full-time"
51091,Manager,I am a developer by profession,United States of America,435000.0,"Employed, full-time"
51092,Testing/Apps/mobile,I am a developer by profession,France,127968.0,"Independent contractor, freelancer, or self-employed"
51095,Developer BE,I am a developer by profession,Sweden,48756.0,"Employed, full-time"
51096,Testing/Apps/mobile,I am a developer by profession,United States of America,130000.0,"Employed, full-time"
51097,Manager,I am a developer by profession,United States of America,81500.0,"Employed, full-time"
51098,Developer FS,I am a developer by profession,United States of America,142000.0,"Employed, full-time"
51100,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,26384.0,"Employed, full-time"
51102,Developer BE,I am a developer by profession,Lithuania,53112.0,"Employed, full-time"
51104,Developer BE,I am a developer by profession,Austria,53322.0,"Employed, full-time"
51105,Other (please specify):,"I am not primarily a developer, but I write code sometimes as part of my work",United Arab Emirates,49023.0,"Employed, full-time"
51109,Data,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,10051.0,"Employed, part-time"
51110,Developer FS,I am a developer by profession,United States of America,165000.0,"Employed, full-time"
51112,Developer FS,I am a developer by profession,United States of America,180000.0,"Employed, full-time"
51113,Developer FS,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,62820.0,"Employed, full-time"
51114,Manager,I am a developer by profession,Slovenia,38388.0,"Employed, full-time"
51115,Developer BE,I am a developer by profession,United States of America,164000.0,"Employed, full-time"
51116,Developer FS,I am a developer by profession,Germany,83182.0,"Employed, full-time"
51118,Developer FE,I am a developer by profession,Canada,113222.0,"Employed, full-time"
51122,Data,"I am not primarily a developer, but I write code sometimes as part of my work",United States of America,65000.0,"Employed, full-time"
51124,Developer FS,I am a developer by profession,United States of America,37000.0,"Employed, part-time"
51125,Data,I am a developer by profession,United States of America,4300000.0,"Employed, full-time"
51126,Developer FS,I am a developer by profession,Hungary,133908.0,"Employed, full-time"
51127,Data,I am a developer by profession,Dominican Republic,21600.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51129,Developer FS,I am a developer by profession,United States of America,139948.0,"Employed, full-time"
51130,Developer FS,I am a developer by profession,Canada,78084.0,"Employed, full-time"
51131,Other (please specify):,"I am not primarily a developer, but I write code sometimes as part of my work",United Kingdom of Great Britain and Northern Ireland,41461.0,"Employed, full-time"
51132,Data,I am a developer by profession,Yemen,23988.0,"Employed, full-time"
51133,Researching,"I am not primarily a developer, but I write code sometimes as part of my work",Germany,58654.0,"Employed, full-time"
51134,Developer FS,I am a developer by profession,Canada,39050.0,"Employed, full-time"
51135,Developer BE,I am a developer by profession,Colombia,21132.0,"Employed, full-time"
51136,Manager,I am a developer by profession,Romania,90000.0,"Employed, full-time"
51137,Developer FS,I am a developer by profession,United States of America,300000.0,"Employed, full-time"
51140,Developer FE,I am a developer by profession,Sri Lanka,1332.0,"Independent contractor, freelancer, or self-employed"
51144,Data,I am a developer by profession,United Kingdom of Great Britain and Northern Ireland,97999.0,"Employed, full-time"
51148,Testing/Apps/mobile,I am a developer by profession,Slovakia,25596.0,"Employed, full-time"
51149,Developer FS,I am a developer by profession,Denmark,154860.0,"Independent contractor, freelancer, or self-employed"
51151,Testing/Apps/mobile,I am a developer by profession,Switzerland,95146.0,"Employed, part-time"
51153,Developer FS,I am a developer by profession,Canada,70276.0,"Employed, full-time"
51155,Manager,I am a developer by profession,India,33533.0,"Employed, full-time"
51156,Testing/Apps/mobile,I am a developer by profession,United States of America,115000.0,"Employed, full-time"
51157,Developer BE,I am a developer by profession,Poland,48563.0,"Employed, full-time"
51158,Developer BE,I am a developer by profession,United States of America,210000.0,"Employed, full-time"
51159,Developer FS,I am a developer by profession,India,4644.0,"Employed, full-time"
51160,Manager,I am a developer by profession,Poland,66600.0,"Employed, full-time"
51164,Developer BE,I am a developer by profession,Netherlands,159966.0,"Employed, full-time"
51165,Manager,I am a developer by profession,Canada,85893.0,"Employed, full-time"
51166,Developer BE,I am a developer by profession,Brazil,53231.0,"Employed, full-time"
51169,Game Dev,I am a developer by profession,Germany,51192.0,"Employed, full-time;Independent contractor, freelancer, or self-employed"
51175,Developer BE,I am a developer by profession,India,4643.0,"Employed, full-time"
51176,Manager,I am a developer by profession,Mexico,10836.0,"Employed, full-time"
51177,Testing/Apps/mobile,I am a developer by profession,Spain,107.0,"Employed, full-time"
51178,Developer BE,I am a developer by profession,Canada,156168.0,"Employed, full-time"
51181,Developer FS,I am a developer by profession,Poland,16932.0,"Employed, full-time"
51182,Developer BE,I am a developer by profession,Romania,69888.0,"Employed, full-time"
51185,Educator,I am a developer by profession,Finland,70380.0,"Employed, full-time"
51186,Developer BE,I am a developer by profession,Hungary,39056.0,"Employed, full-time"
